sampn,sample_id,hhsize,hhveh,sectr,own,rooms,incom,project,pktno,hhidu,resty,hhcrd,hhtaz,X1,wght2015,numWorkers
151903,2011440,2,1,3,2,3,3,3,20103205,2,3,0101000020F7070000F989004F111D0B4162306CBE122B2341,3205,4081,134.40506033783,2
151904,2011490,2,1,3,1,4,3,3,20103205,2,3,0101000020F7070000840B53BF911A0B41384E0E7C382A2341,3205,4082,31.9784206230353,0
151905,2011500,2,2,3,1,4,4,3,20103205,2,3,0101000020F7070000AE04B7D3D2160B41926FC4C2372A2341,3205,4083,134.40506033783,2
151906,2011510,2,0,3,2,3,2,3,20103205,2,3,0101000020F70700001A6E751351240B4147E380B0712E2341,3203,4084,31.9784206230353,2
151907,2011520,2,0,3,1,4,2,3,20103205,2,3,0101000020F7070000C464CE370A2C0B415BF37E980C2B2341,3202,4085,76.9013644506126,2
151908,2011540,5,1,2,2,2,2,3,20103205,5,3,0101000020F7070000FA58F85E62200B41215E3E85B02B2341,3204,4086,85.6182408385934,1
151909,2011550,2,1,3,2,2,2,3,20103206,1,3,0101000020F7070000EF975D06AA2F0B41474F159EEC2E2341,3201,4087,31.9784206230353,2
151910,2011560,3,1,3,1,3,2,3,20103206,1,3,0101000020F7070000FE9E4FA5E5270B41F193E8F95B2A2341,3203,4088,108.254807078194,2
151911,2011560,4,0,3,2,3,2,3,20103206,1,3,0101000020F7070000FE9E4FA5E5270B41F193E8F95B2A2341,3203,4089,111.738347922825,2
151912,2011570,2,0,3,1,3,2,3,20103206,1,3,0101000020F7070000381C0A3C58290B4106DDCED9E42D2341,3202,4090,31.9784206230353,0
151913,2011610,1,1,3,1,2,2,3,20103206,1,3,0101000020F7070000B81ED84844270B41FA6D483B232F2341,3202,4091,151.484445786959,1
151914,2011630,4,0,3,2,3,2,3,20103206,1,3,0101000020F7070000409220A9DD1D0B4191643F3E432C2341,3204,4092,63.9323504273143,1
151915,2011640,8,0,3,2,3,3,3,20103206,1,3,0101000020F707000029CD5CCBE92B0B417EEBEB0690292341,3203,4093,5.0266750022293,2
151916,2011650,2,2,3,1,4,4,3,20103206,1,3,0101000020F70700007FA35F9F59200B416802EAEA532C2341,3204,4094,76.9013644506126,1
151917,2011660,2,1,3,1,4,5,3,20103206,1,2,0101000020F70700003A23E70DE11F0B411E776C457C2C2341,3204,4095,31.9784206230353,1
151918,2011670,6,0,3,2,3,4,3,20103206,1,3,0101000020F70700002CE9CBB3001B0B4181CD5FE7002E2341,3204,4096,30.2148900504012,2
151919,2011680,3,1,3,2,3,2,3,20103206,1,3,0101000020F7070000CA1B9679FB2A0B41DB9EC13D35302341,3201,4097,108.254807078194,2
151920,2011700,1,0,3,1,3,1,3,20103207,1,3,0101000020F70700001DF0E944F22B0B41418FA47D0B2E2341,3201,4098,62.9928137144273,0
151921,2011710,2,1,3,1,3,3,3,20103207,1,3,0101000020F7070000346DEFB2932C0B41692805941C292341,3203,4099,134.40506033783,2
151922,2011710,1,0,3,1,3,2,3,20103207,1,3,0101000020F7070000346DEFB2932C0B41692805941C292341,3203,4100,62.9928137144273,0
151923,2011720,4,0,3,2,3,3,3,20103207,1,3,0101000020F7070000FDF89B14732D0B41EAD40E9A012A2341,3203,4101,111.738347922825,2
151924,2011740,6,1,2,1,4,2,3,20103207,1,3,0101000020F7070000B07CCCB8FF1B0B418B831135752D2341,3204,4102,17.2877886127259,1
151925,2011760,1,0,3,3,2,1,3,20103207,1,3,0101000020F70700006DFE074CC22C0B41EA53A4E715292341,3203,4103,144.406402580173,0
151926,2011770,2,1,3,1,4,4,3,20103207,2,3,0101000020F707000097F7AF02081C0B41CB88E0EAD7302341,3204,4104,31.9784206230353,0
151927,2011780,4,0,3,2,4,2,3,20103207,1,3,0101000020F7070000CDB4AD469A260B41DE688BD4E02F2341,3202,4105,111.738347922825,2
151928,2011800,5,1,3,2,2,2,3,20103207,1,3,0101000020F70700005D219A94A8280B412E375EDDF6292341,3203,4106,149.640060461091,2
151929,2011810,2,0,3,2,2,2,3,20103207,1,3,0101000020F70700002B25C5810D270B4119E49A29E12D2341,3202,4107,76.9013644506126,1
151930,2011820,2,0,3,1,3,2,3,20103207,1,3,0101000020F7070000BF805D9A6A2E0B4161A84FD6BF282341,3203,4108,76.9013644506126,1
151931,2011830,1,0,3,1,3,1,3,20103207,1,3,0101000020F707000084468904DC1A0B41B0AD36033E2D2341,3204,4109,62.9928137144273,0
151932,2011840,1,2,3,1,3,4,3,20103207,1,3,0101000020F707000020AD522FA7280B41F7AEF8C19B2E2341,3202,4110,51.0246720262815,1
151933,2011850,1,1,3,1,2,2,3,20103208,1,3,0101000020F70700003157DEF07F190B41A468E2D10D2F2341,3204,4111,62.9928137144273,0
151934,2011860,2,2,3,1,4,3,3,20103208,1,3,0101000020F7070000E9983DF137240B41FB1922816A302341,3202,4112,31.9784206230353,1
151935,2011870,1,1,3,1,4,2,3,20103208,1,3,0101000020F7070000A0B665B3311B0B41591F7BC5422E2341,3204,4113,62.9928137144273,0
151936,2011880,3,2,3,1,4,5,3,20103208,1,3,0101000020F7070000CB3811A456250B41882B8BD8C32E2341,3202,4114,189.203325339554,2
151937,2011890,5,0,3,1,3,3,3,20103208,1,3,0101000020F70700005AB286F97B310B41F90F734E962F2341,3201,4115,28.4745580305289,2
151939,2011940,5,0,3,1,4,4,3,20103208,1,3,0101000020F7070000DA556DB5E01B0B4179B87D9668302341,3204,4116,149.640060461091,2
151940,2011960,1,0,3,1,3,1,3,20103208,1,3,0101000020F70700003C1D94F33D2A0B41A154701C612B2341,3202,4117,24.2281457637188,0
151942,2011980,3,1,3,1,3,4,3,20103208,1,3,0101000020F70700005AB286F97B310B41F90F734E962F2341,3201,4118,189.203325339554,2
151943,2011990,4,1,3,2,3,2,3,20103208,1,3,0101000020F70700006B2795446B200B410FBC366D522E2341,3204,4119,63.9323504273143,1
151944,2012000,4,0,1,1,4,3,3,20103209,1,3,0101000020F7070000E2A06AD9CC2A0B41B4572C084D292341,3203,4120,60.9451398507755,1
151946,2012020,2,1,3,2,3,2,3,20103209,1,3,0101000020F7070000BCEB18D64F270B4158FA1A71122E2341,3202,4121,73.3081824746373,0
151947,2012030,4,1,3,1,3,4,3,20103209,1,3,0101000020F70700006C84A72E012C0B4126BEBBE29C2F2341,3201,4122,63.9323504273143,2
151948,2012040,2,1,3,1,4,3,3,20103209,1,3,0101000020F70700005AB286F97B310B41F90F734E962F2341,3201,4123,31.9784206230353,0
151950,2012060,1,0,3,1,3,1,3,20103209,1,3,0101000020F70700000D6BC07D5D2E0B416DE2B10EA7282341,3203,4124,62.9928137144273,0
151951,2012080,1,0,3,2,2,1,3,20103209,1,3,0101000020F7070000B8C7B1568C260B41CD0573534C2E2341,3202,4125,62.9928137144273,0
151952,2012090,5,2,3,1,3,3,3,20103209,1,3,0101000020F7070000F29623FB442F0B41156DD102A42F2341,3201,4126,85.6182408385934,1
151954,2012110,2,0,3,1,3,2,3,20103209,1,3,0101000020F7070000727269E9B3290B4182CB37D0642A2341,3203,4127,199.817111252104,2
151955,2012120,3,1,3,1,4,3,3,20103209,1,3,0101000020F7070000CB27F81DDF1B0B410522FE19B3302341,3204,4128,189.203325339554,3
151956,2012130,3,1,3,1,3,4,3,20103209,1,3,0101000020F7070000B60480F943280B41DA6ED3D9D1292341,3203,4129,189.203325339554,2
151957,2012150,2,1,3,3,3,98,3,20103901,1,3,0101000020F70700000643815302040B41A2564E39343A2341,3904,4130,44.757804653219,2
151958,2012170,1,1,3,99,3,98,3,20103901,1,3,0101000020F707000026E177123D0C0B41BB478330193B2341,3903,4131,74.7535078370294,1
151959,2012180,4,1,3,2,4,4,3,20103901,1,3,0101000020F7070000CCFC3C2FB2F00A41724129AE7F372341,3910,4132,189.208691641887,2
151960,2012190,2,1,3,1,2.5,3,3,20103901,1,3,0101000020F707000045D6397009F70A41CE7DF0719A332341,3906,4133,44.757804653219,2
151961,2012200,1,0,3,1,4,99,3,20103901,1,1,0101000020F70700004C7BC764F8080B41E454AB1FC3392341,3903,4134,74.7535078370294,1
151962,2012210,2,0,3,1,3.5,98,3,20103901,1,3,0101000020F7070000066BFCABFDF70A4196D3BA209C372341,3910,4135,37.0402212272842,0
151963,2012230,1,0,3,1,3,2,3,20103901,1,3,0101000020F707000064BD91F5F5F20A41A54115CCBB372341,3910,4136,74.7535078370294,1
151964,2012240,5,1,3,1,4,5,3,20103901,1,3,0101000020F7070000D4BDD7CCC1FD0A418AD5FE8885362341,3905,4137,186.443954554003,2
151965,2012250,1,0,3,1,4,1,3,20103901,1,3,0101000020F7070000683AC705F6F50A41ADAEF788083B2341,3912,4138,74.7535078370294,0
151966,2012260,2,1,3,1,5,5,3,20103901,1,3,0101000020F7070000E6C14D77E7F80A41A9CECE2B37352341,3909,4139,44.757804653219,1
151967,2012290,8,3,3,1,5,5,3,20103901,1,3,0101000020F70700009BC56EF938F30A416C477BB4163B2341,3912,4140,178.453952914304,5
151968,2012310,2,1,3,1,5,98,3,20103902,1,3,0101000020F707000044FE325085EE0A4100BE4CAACD352341,3909,4141,37.0402212272842,2
151969,2012320,4,1,3,3,4,99,3,20103902,1,3,0101000020F70700001AC631E53FFB0A418866385A25392341,3910,4142,189.208691641887,2
151970,2012330,5,2,3,2,4,5,3,20103902,1,3,0101000020F70700000EDC658D50F40A41D8C9D4BBAF3B2341,3912,4143,186.443954554003,2
151971,2012350,3,0,3,1,0,99,3,20103902,1,3,0101000020F7070000AF53D4319E000B41FD19A0C987382341,3905,4144,10.8792088372239,1
151972,2012360,5,1,3,2,3,3,3,20103902,1,3,0101000020F70700003E715D922AD90A41A85F28ED49312341,3908,4145,186.443954554003,1
151973,2012370,4,1,3,2,3,98,3,20103902,1,3,0101000020F70700000F3D41057FEF0A41BA0CBBC297332341,3907,4146,151.05262120816,1
151974,2012380,2,2,3,1,5,99,3,20103902,1,3,0101000020F707000014B86785E70B0B4182A1C5A1AB3A2341,3903,4147,34.9963875399922,2
151975,2012390,1,1,3,2,2,3,3,20103902,1,3,0101000020F707000059F0FC2502F50A41C026F360D5392341,3911,4148,21.1869226700538,0
151976,2012410,2,2,3,1,4,5,3,20103902,1,3,0101000020F7070000CCFC3C2FB2F00A41724129AE7F372341,3910,4149,103.926021153447,2
151977,2012420,2,1,3,2,3,4,3,20103902,1,3,0101000020F7070000919F240263F80A4126A7F108FC332341,3906,4150,103.926021153447,2
151978,2012440,1,0,3,1,3,2,3,20103902,1,3,0101000020F7070000A1DB52094DEE0A41D2643A0250332341,3907,4151,74.7535078370294,0
151979,2012480,2,1,3,1,0,99,3,20103903,1,1,0101000020F7070000AE458E825EF20A41D3BF62039B3C2341,3913,4152,37.0402212272842,0
151980,2012500,2,2,3,1,0,99,3,20103903,1,3,0101000020F70700005F46385F49F50A41AE6FC5FB73342341,3906,4153,5.01589073129542,3
151981,2012500,2,0,3,3,0,99,3,20103903,1,3,0101000020F70700005F46385F49F50A41AE6FC5FB73342341,3906,4154,54.6216700360088,2
151982,2012510,1,0,3,2,3,99,3,20103903,2,3,0101000020F7070000E479EAC046100B41C78F95BA3B3A2341,3903,4155,110.235881531417,1
151983,2012530,6,0,3,1,4,3,3,20103903,1,2,0101000020F70700007E89A7A6A1F30A41EE691B656A3A2341,3912,4156,5.85601434812303,2
151984,2012540,3,0,3,2,2,99,3,20103903,1,3,0101000020F707000008B4DB7312F00A416A0D1C1185372341,3910,4157,73.1213280018866,1
151985,2012550,2,1,3,2,3,98,3,20103903,1,3,0101000020F70700007AB412EC7BE80A41964B9A5981332341,3907,4158,103.926021153447,2
151986,2012560,1,0,3,1,5,1,3,20103903,1,3,0101000020F7070000D43756528AEC0A4134DBBAD093332341,3907,4159,74.7535078370294,0
151987,2012570,2,2,3,1,5,99,3,20103903,1,3,0101000020F7070000784D818D03FF0A41B35AD82B783B2341,3901,4160,44.757804653219,1
151988,2012590,1,0,3,1,4,2,3,20103903,1,3,0101000020F7070000B683677293F30A41509FA6DA30332341,3906,4161,110.235881531417,1
151989,2012610,1,1,3,1,2,3,3,20103904,1,3,0101000020F7070000FC21D9D4A3F60A413348582DE5332341,3906,4162,90.3289124647039,1
151990,2012620,2,1,3,1,6,99,3,20103904,1,3,0101000020F707000026E177123D0C0B41BB478330193B2341,3903,4163,44.757804653219,1
151991,2012640,6,1,3,2,3,5,3,20103904,1,2,0101000020F7070000DE9947980FFB0A41A70F9443D4372341,3910,4164,25.171901214388,2
151992,2012650,1,0,3,2,1,1,3,20103904,1,2,0101000020F707000049BBADB4A5EA0A41C0CC20030E382341,3911,4165,74.7535078370294,0
151993,2012660,2,0,3,1,3,98,3,20103904,1,3,0101000020F7070000C7F1F0A8850A0B41B1FBA476523A2341,3903,4166,37.0402212272842,0
151994,2012670,3,1,3,2,4,99,3,20103904,1,3,0101000020F70700002564117BD80A0B41C01225284E3C2341,3903,4167,16.2027864981991,1
151995,2012690,2,2,3,1,5,5,3,20103904,1,3,0101000020F707000015148BBB0FF20A41C0CABFA353362341,3909,4168,103.926021153447,2
151996,2012720,3,1,3,2,4,99,3,20103904,1,3,0101000020F7070000189DC93480EE0A4105C74693A13A2341,3912,4169,73.8490756362204,1
151997,2012740,2,2,3,1,6,5,3,20103904,1,3,0101000020F707000029A68A9EBAFD0A41CDCB014B9A3B2341,3901,4170,37.0402212272842,1
151998,2012770,4,2,3,1,4,5,3,20103905,1,3,0101000020F70700005BACE31778DA0A417CC7349E09312341,3908,4171,189.208691641887,4
151999,2012780,2,2,3,1,6,5,3,20103905,1,3,0101000020F707000082A0A89DD5F90A41CDC50AE22A392341,3910,4172,103.926021153447,2
152000,2012790,1,0,3,1,4,98,3,20103905,1,3,0101000020F70700002A060656EBE70A41C4F2FB8E98332341,3907,4173,74.7535078370294,0
152001,2012810,2,1,3,2,4,3,3,20103905,1,3,0101000020F70700009D4D529A33E40A41968C7ABB4C352341,3908,4174,44.757804653219,1
152002,2012820,1,0,3,2,3,2,3,20103905,2,3,0101000020F7070000DED87ADA40F20A41BCD96ED374372341,3910,4175,74.7535078370294,1
152003,2012820,1,0,3,2,3,3,3,20103905,2,3,0101000020F7070000DED87ADA40F20A41BCD96ED374372341,3910,4176,90.3289124647039,1
152004,2012860,2,0,3,1,4,3,3,20103905,1,3,0101000020F7070000A3CAAB3AB4E20A4150A14C33D7342341,3908,4177,37.0402212272842,0
152005,2012870,2,0,3,1,4,98,3,20103905,1,3,0101000020F7070000FA17CF326D080B410AE1E98AB2392341,3903,4178,37.0402212272842,0
152006,2012960,1,0,3,1,3,98,3,20103906,1,3,0101000020F70700003131716A74F90A414132EF3164352341,3909,4179,74.7535078370294,0
152007,2013020,1,1,3,2,3,98,3,20103906,1,3,0101000020F70700000A696240CDEB0A416FC90F9B6B382341,3911,4180,74.7535078370294,0
152008,2013030,4,2,3,1,5,5,3,20103906,1,2,0101000020F707000004049F4151E90A41693E8C8E8A392341,3911,4181,184.342071681859,1
152009,2013060,1,1,3,1,4,4,3,20103907,1,3,0101000020F7070000B0CECB1982ED0A41B19372A8CD352341,3909,4182,90.3289124647039,1
152010,2013070,3,1,3,2,3,4,3,20103907,1,3,0101000020F70700003C1FB4FE50F50A41E9B40071BE322341,3906,4183,169.785107638108,2
152011,2013090,2,1,3,1,5,4,3,20103907,1,3,0101000020F7070000E892C2748B080B41FA826480FD392341,3903,4184,54.6216700360088,1
152012,2013100,6,1,3,1,6,5,3,20103907,1,3,0101000020F707000060D517760AEB0A4166064B8F7F382341,3911,4185,25.171901214388,2
152013,2013110,6,1,3,1,4,5,3,20103907,1,3,0101000020F7070000CD87337296E60A411E8BEAB751392341,3911,4186,25.171901214388,2
152014,2013120,1,1,3,2,2,3,3,20103907,1,3,0101000020F7070000F58B031330F40A4169A05B63DC3A2341,3912,4187,90.3289124647039,1
152015,2013130,6,2,3,1,2,5,3,20103907,1,3,0101000020F70700002D10CD85F0F30A416508A57481352341,3909,4188,10.3266570030081,1
152016,2013150,3,1,3,1,3,4,3,20103907,1,3,0101000020F707000064BD91F5F5F20A41A54115CCBB372341,3910,4189,169.785107638108,2
152017,2013160,3,1,3,2,3,4,3,20103907,1,3,0101000020F7070000C8B80940DAEA0A41E9A77E8777352341,3907,4190,169.785107638108,2
152018,2013190,3,1,3,1,5,5,3,20103907,1,3,0101000020F70700006343E4AAE3FB0A4189E109E9BA382341,3910,4191,169.785107638108,2
152019,2016500,4,0,3,1,3,3,3,20170003,1,3,0101000020F707000087889F515CDD0B41B32A7BED3F472341,7001,4192,36.932277029024,1
152020,2016510,2,1,3,1,3,3,3,20170003,1,3,0101000020F7070000CFDA4C9F70E10B413A9C5D8B23472341,7001,4193,18.0357952440979,2
152023,2016520,6,2,3,1,6,4,3,20170003,1,2,0101000020F7070000A3D7891FE7E60B41F4BF221984472341,7001,4194,13.6027320412733,2
152025,2016530,1,0,3,1,4,4,3,20170003,1,3,0101000020F7070000C0D49CC3DEDD0B41B484FD0FCE422341,7003,4195,23.0154950590011,0
152026,2016540,2,0,3,1,4,3,3,20170003,1,3,0101000020F707000084FDD2BCC1E90B41DA3BF61110442341,7002,4196,6.76113863643453,0
152027,2016560,4,1,3,1,4,3,3,20170003,1,3,0101000020F7070000BE2C7C3AE5E10B41AE15D48317482341,7001,4197,12.4875788529427,1
152028,2016580,2,1,3,1,3,3,3,20170003,1,3,0101000020F7070000D128DA61BCE60B410B94977181442341,7002,4198,18.0357952440979,2
152029,2016590,6,1,3,1,6,4,3,20170003,1,1,0101000020F7070000625FE74828E50B41DD7F6B5AB8442341,7002,4199,7.75886750020105,2
152030,2016600,1,1,3,1,3,2,3,20170003,1,3,0101000020F70700001691E1CA88E50B4199E38DF894432341,7002,4200,35.0193409301033,1
152031,2016630,2,0,3,1,2,3,3,20170003,1,3,0101000020F7070000E8D4D646ECDC0B41EDA4A16920472341,7001,4201,6.76113863643453,0
152032,2016640,3,1,3,1,3,3,3,20170003,1,2,0101000020F70700006FF68AF0E9E50B412068B08B9D472341,7001,4202,39.6715752238911,2
152033,2016650,4,1,3,1,5,5,3,20170004,1,3,0101000020F7070000C71B315EB8E10B41EEAA69328F462341,7001,4203,21.8930390261786,2
152034,2016660,6,2,3,1,5,4,3,20170004,1,2,0101000020F707000045E617F9D9DB0B4163870F2960452341,7001,4204,13.6027320412733,2
152035,2016670,3,1,3,1,4,5,3,20170004,1,3,0101000020F7070000FFDB8DADF9D90B41A9F3E59B6C462341,7001,4205,198.991465030342,3
152036,2016680,7,1,3,1,4,3,3,20170004,1,2,0101000020F707000086B3ABF6E2DE0B4159566D5BCD462341,7001,4206,5.01686741008888,2
152037,2016690,3,1,3,1,4,5,3,20170004,1,3,0101000020F707000048B3D2714FE50B41E296E43A84472341,7001,4207,66.9236283091873,1
152038,2016700,3,2,3,1,4,4,3,20170004,1,3,0101000020F7070000EE8C23D050E90B4173A3DF9713442341,7002,4208,183.519277170435,3
152039,2016710,1,0,3,1,3,2,3,20170004,1,3,0101000020F7070000C04995C308E60B41A13A4E6487442341,7002,4209,35.0193409301033,1
152040,2016720,1,0,3,1,4,2,3,20170004,1,3,0101000020F7070000190910C546E00B413B8586000D482341,7001,4210,35.0193409301033,1
152041,2016730,5,1,3,1,4,3,3,20170004,1,3,0101000020F7070000B2BC895BE3DE0B418947072437472341,7001,4211,87.9246378994128,2
152042,2016740,3,1,3,1,4,5,3,20170004,1,2,0101000020F70700006A233525AFE30B416F85B74DFD462341,7001,4212,13.4137931284191,2
152043,2016750,5,1,3,3,4,3,3,20170004,1,3,0101000020F70700009C3784A970E50B410BF39F7FA7472341,7001,4213,87.9246378994128,2
152044,2016760,1,1,3,1,4,3,3,20170004,1,2,0101000020F7070000CB0E1CE788DC0B41170CE70383452341,7001,4214,35.0193409301033,1
152045,2016770,2,2,3,1,4,4,3,20170004,1,2,0101000020F7070000A9DC1F79BDE30B41C700104411472341,7001,4215,10.287444105722,2
152046,2016780,1,0,3,2,3,1,3,20170004,1,3,0101000020F7070000C0D49CC3DEDD0B41B484FD0FCE422341,7003,4216,23.0154950590011,0
152047,2016790,2,0,3,2,3,3,3,20170004,1,3,0101000020F7070000368B112362DC0B41BC7E1C4284462341,7001,4217,6.76113863643453,0
152048,2016810,2,1,3,1,4,1,3,20170301,1,3,0101000020F7070000CC5085D0ACCB0B41B4DD87245A432341,7031,4218,31.6767298664613,0
152049,2016820,5,2,3,2,4,3,3,20170301,1,3,0101000020F7070000285DBA1FEBEF0B413DBC521D923F2341,7036,4219,160.81787006525,2
152050,2016830,6,2,3,1,6,5,3,20170301,1,3,0101000020F70700004621EF886DC60B41CE48BF4A77452341,7031,4220,128.983538212554,4
152051,2016840,4,4,3,1,4,4,3,20170301,1,3,0101000020F70700009F52CFE150FB0B419CAED8580F412341,7036,4221,18.5253969208077,3
152052,2016850,2,2,3,1,3,3,3,20170301,1,3,0101000020F707000008A1F50F01FB0B41A6A2616CF83E2341,7036,4222,48.1978858113053,1
152053,2016860,7,2,3,1,5,3,3,20170301,1,2,0101000020F7070000C3AB9A9437ED0B4130F4548CE63B2341,7036,4223,5.01516962971092,2
152054,2016870,2,1,3,1,5,99,3,20170301,1,3,0101000020F70700002FA138A0DBEE0B41CEE1DBD6B73E2341,7036,4224,48.1978858113053,1
152055,2016870,2,0,3,2,2,99,3,20170301,1,3,0101000020F70700002FA138A0DBEE0B41CEE1DBD6B73E2341,7036,4225,84.499822381305,2
152056,2016880,5,1,3,1,4,4,3,20170301,1,3,0101000020F7070000756D39F5F7CC0B414B0F96CBB03F2341,7032,4226,54.3759008366554,3
152057,2016900,2,1,3,1,4,5,3,20170301,1,3,0101000020F7070000626A7AA6E1C60B41A124C7E556442341,7031,4227,31.6767298664613,1
152058,2016910,2,1,3,1,3,3,3,20170301,1,3,0101000020F7070000BF3A9A99F0E40B41797DAAC5623E2341,7033,4228,48.1978858113053,1
152059,2016920,4,2,3,1,4,4,3,20170301,1,3,0101000020F70700003579FA4DBDE20B41EF66BD86EC3C2341,7033,4229,54.7892509195782,3
152060,2016930,5,2,3,1,5,5,3,20170301,1,3,0101000020F70700002F4241A025E50B41C903078DC13A2341,7033,4230,54.3759008366554,3
152061,2016940,4,1,3,1,4,4,3,20170301,1,3,0101000020F7070000FC3908241CD10B41CD8AA84D033D2341,7033,4231,54.7892509195782,2
152062,2016950,2,2,3,1,3.5,3,3,20170302,1,2,0101000020F707000090B9FD23F1C80B4162C75ED7C0412341,7031,4232,84.499822381305,2
152063,2016970,2,1,3,1,3,3,3,20170302,1,3,0101000020F7070000D1FAE076CCE30B41246C2E29193D2341,7033,4233,84.499822381305,2
152064,2016980,5,2,3,1,5,5,3,20170302,1,3,0101000020F7070000330DE81D76F90B41F62F2FF0143F2341,7036,4234,160.81787006525,2
152065,2017000,3,3,3,1,5,5,3,20170302,1,3,0101000020F7070000136C807996CA0B41AAC02E7640412341,7031,4235,45.9310644126413,3
152066,2017010,4,2,3,1,5,4,3,20170302,1,3,0101000020F7070000ED538E2189D10B411A0CC210FE3E2341,7032,4236,31.2512616605571,3
152067,2017020,4,1,3,1,4,4,3,20170302,1,3,0101000020F70700001FDE72CFABE30B41A2C834E58E402341,7034,4237,54.7892509195782,2
152068,2017040,2,2,3,1,6,5,3,20170302,1,2,0101000020F70700003A47FC3B30DF0B4121ACFA6F813C2341,7033,4238,84.499822381305,2
152069,2017060,5,0,3,1,5,3,3,20170302,1,3,0101000020F70700000BDE9892C4CC0B41F5FECD4732432341,7031,4239,18.385634572813,2
152070,2017070,5,2,3,1,5,3,3,20170302,1,3,0101000020F707000061840CC9F3D20B4184544D72B63C2341,7033,4240,91.7289660426203,2
152071,2017090,2,1,3,1,4,2,3,20170302,1,3,0101000020F707000055C04415DFFC0B412D2722A0B5402341,7036,4241,31.6767298664613,0
152072,2017110,5,1,3,2,5,99,3,20170303,1,3,0101000020F70700002A66D89644EF0B4113E38D1D753F2341,7036,4242,91.7289660426203,1
152073,2017150,4,0,3,1,4.5,2,3,20170303,1,3,0101000020F7070000ED28E97EFFFE0B41C36AD0400E412341,7036,4243,162.040361626843,2
152074,2017160,4,0,3,1,3,2,3,20170303,1,3,0101000020F70700000E92DF2D0CDD0B410D752140A33C2341,7033,4244,60.7446100839713,0
152075,2017180,4,2,3,1,6,5,3,20170303,1,2,0101000020F7070000DCA49F2CB5E10B418A56583B123F2341,7034,4245,198.84522606944,4
152076,2017190,4,2,3,1,6,5,3,20170303,2,3,0101000020F70700002451611F60EA0B41CA21785A713D2341,7036,4246,54.7892509195782,2
152077,2017210,4,1,2,1,4,4,3,20170303,1,2,0101000020F707000000EEBE939FDB0B410B734754753E2341,7033,4247,54.7892509195782,2
152078,2017230,4,2,3,1,6,5,3,20170303,1,2,0101000020F70700002AA7B0FF9CC80B41A897615DC8412341,7031,4248,31.2512616605571,2
152079,2017240,2,1,3,1,5,3,3,20170303,1,2,0101000020F7070000CE3C893A1AD30B414CF82F77A83F2341,7032,4249,31.6767298664613,1
152080,2017260,6,1,3,1,4,4,3,20170304,1,3,0101000020F7070000180380515DF10B41066CFCBC2D3F2341,7036,4250,18.183784101069,2
152081,2017320,2,0,3,1,3,3,3,20170304,1,2,0101000020F70700007D7E41874CC80B415156217D57432341,7031,4251,31.6767298664613,0
152082,2017330,4,2,3,1,5,4,3,20170304,1,3,0101000020F7070000D8E96B8493F10B41FAE07164F43D2341,7036,4252,54.7892509195782,2
152083,2017360,2,1,3,1,4,3,3,20170304,1,2,0101000020F70700007B73CF2DA5CE0B412310AB3F43402341,7032,4253,31.6767298664613,0
152084,2017390,4,1,3,3,5,3,3,20170304,1,3,0101000020F707000074A32B37E5D10B41200FEFD96F3F2341,7032,4254,54.7892509195782,2
152085,2017410,1,1,3,1,4,99,3,20176001,1,2,0101000020F70700005F926785AB440A41F910F0F40C5D2341,7602,4255,68.0485176744926,0
152086,2017440,2,1,3,1,5,98,3,20176001,1,2,0101000020F70700006943AFC84F240A41CA94D50C715D2341,7605,4256,65.329741321721,1
152087,2017450,1,1,3,1,5,1,3,20176001,1,3,0101000020F7070000A359DA3C443B0A41C8492C93455D2341,7602,4257,68.0485176744926,1
152088,2017460,2,2,3,1,5,99,3,20176001,1,2,0101000020F7070000F6A5E5AD92350A412D842D568F5D2341,7602,4258,32.5367254629762,1
152089,2017470,2,2,3,1,8,5,3,20176001,1,2,0101000020F7070000A3132687470D0A415346C439A05A2341,7606,4259,67.6994245256419,2
152090,2017480,1,1,3,1,4,3,3,20176001,1,2,0101000020F70700003AC78E8548170A41E0CCF232405B2341,7606,4260,68.0485176744926,0
152091,2017510,4,2,3,1,5,98,3,20176001,1,2,0101000020F70700007007B6207A560A410F18AB7FE5592341,7601,4261,83.7391491519113,3
152092,2017520,5,2,3,2,3,98,3,20176001,1,2,0101000020F7070000916FE24E9E390A4159E5BF06045C2341,7603,4262,191.58245672941,2
152093,2017530,2,1,3,1,6,3,3,20176001,1,2,0101000020F7070000B833FAE89A260A419CB82242905A2341,7604,4263,39.6574441245959,2
152094,2017540,1,2,3,3,4,99,3,20176001,1,2,0101000020F70700004FA972A89C4A0A413303112732592341,7601,4264,82.9410535030193,1
152095,2017540,5,2,3,1,3,3,3,20176001,1,2,0101000020F70700004FA972A89C4A0A413303112732592341,7601,4265,127.460186067575,1
152096,2017550,6,2,3,1,6,5,3,20176002,1,2,0101000020F7070000C8B1961287320A41E6530BD9645D2341,7602,4266,5.01496860504121,2
152097,2017560,2,1,3,1,4,2,3,20176002,1,1,0101000020F7070000774C216E10540A41ADD9B0A3385B2341,7601,4267,32.5367254629762,1
152098,2017580,1,1,3,1,4,4,3,20176002,1,2,0101000020F70700003630C97E0F320A413D6E82549B5D2341,7602,4268,68.0485176744926,0
