sampn,sample_id,hhsize,hhveh,sectr,own,rooms,incom,project,pktno,hhidu,resty,hhcrd,hhtaz,X1,wght2015,numWorkers
14416,4000130,1,0,3,2,1,1,4,30100001,1,3,0101000020F70700006C8545EB9AF10A4103068FF91E4A2341,1,1,12.9990130524296,1
14418,4000150,1,0,3,2,3,1,4,30100002,1,3,0101000020F7070000639ADC5B8AF00A41B2C96901E34B2341,9,2,5,0
14425,4000220,2,0,3,2,2,2,4,30100002,1,3,0101000020F707000051B2BC95A4050B41CDDCB084F14A2341,13,3,159.817106826075,1
14426,4000230,7,1,3,2,4,3,4,30100002,1,3,0101000020F70700003EBF46D09EED0A4108E6EAB2A2482341,5,4,137.391131548988,3
14432,4000290,2,1,3,4,3,98,4,30100002,1,3,0101000020F7070000B0BB1BAF6B000B417AA2391360472341,3,5,159.817106826075,1
14452,4000490,2,1,3,2,2,97,4,30100004,1,3,0101000020F7070000AA3922B0D9EF0A41DAA7D50BAD4A2341,1,6,159.240732052644,1
14509,4001060,1,0,2,1,3,1,4,30300101,1,3,0101000020F7070000A8A45BF4A7FA0A415A9A7E43164F2341,106,7,75.0845972445187,1
14514,4001110,1,0,2,4,3,1,4,30300101,1,3,0101000020F70700006FED764E3FF90A412FCE37CAA64F2341,106,8,75.0845972445187,0
14515,4001120,1,0,2,1,5,2,4,30300101,1,3,0101000020F707000017E029DDBEEB0A41D1CDCD37384E2341,108,9,75.0845972445187,0
14516,4001130,3,1,2,1,2,2,4,30300101,1,3,0101000020F707000095FECF2973E90A412B3741F2BB4D2341,108,10,51.5384456393694,2
14523,4001200,4,0,2,1,3,1,4,30300102,1,1,0101000020F70700006CE4278DCE080B41DD4C11AACE4D2341,104,11,56.9759092135945,0
14526,4001230,9,1,2,1,5,98,4,30300102,1,3,0101000020F70700008564DBD651080B418F3013D2D34C2341,104,12,117.490876599545,2
14539,4001360,8,0,2,4,3,2,4,30300103,1,3,0101000020F707000093D0520EDCED0A417FE1FC3C2F4F2341,109,13,64.5183957325489,0
14544,4001410,8,0,2,1,3,97,4,30300103,1,3,0101000020F70700007D625CCD0DFF0A41C58E3E8F79522341,102,14,64.5183957325489,0
14548,4001450,5,2,2,1,5,3,4,30300103,1,2,0101000020F70700002DDB668ED2FC0A413520BEAC35502341,101,15,9.05419925123348,2
14549,4001460,7,0,2,1,4,3,4,30300103,1,1,0101000020F707000009116C3116000B41CF41B2E53A542341,113,16,35.4293329693139,0
14750,4003470,1,0,99,2,1,2,4,30100801,1,2,0101000020F7070000F4B3687A0BE40A41E80D215EFD4A2341,802,17,177.944140503474,1
14752,4003490,2,1,3,2,2,4,4,30100801,3,2,0101000020F7070000B54AA526C1DC0A4157EAB77EE94A2341,801,18,168.009157968324,2
14753,4003500,2,1,3,2,2,3,4,30100801,2,2,0101000020F70700005D2583F44CEA0A4196D30AD07B4B2341,802,19,5.04949826832561,2
14755,4003520,5,1,2,1,8,5,4,30100801,1,2,0101000020F70700007176A500BEDD0A41182D1F190F472341,805,20,5,1
14756,4003530,1,0,3,2,2,2,4,30100801,1,2,0101000020F7070000A8F25D076FD30A41A8E800172E4E2341,808,21,177.944140503474,1
14759,4003560,1,0,3,4,2,1,4,30100801,1,2,0101000020F7070000D78AB17078E20A41B2D9C5CC7A4B2341,802,22,92.1574942519531,0
14760,4003570,1,0,3,2,1,5,4,30100801,1,2,0101000020F7070000E0124E3AB9D80A41ACA730A5274C2341,808,23,177.944140503474,1
14761,4003580,2,0,99,2,1,3,4,30100801,2,2,0101000020F707000044ACF23B9DDF0A41FF93F44A6D4D2341,810,24,167.701376161355,2
14764,4003610,3,1,3,2,2,3,4,30100802,1,2,0101000020F70700002AF1088596D90A4131D1385E174B2341,808,25,158.628865673012,1
14765,4003620,2,0,3,1,4,1,4,30100802,1,2,0101000020F7070000F3F7E08053D70A41FF4E5785D04C2341,808,26,5.04949826832561,0
14768,4003650,2,0,3,2,4,3,4,30100802,1,2,0101000020F70700008F4EA72A24E80A41FB3C9D36474B2341,802,27,48.5655062495691,2
14769,4003660,2,0,3,2,2,1,4,30100802,1,2,0101000020F7070000139F81141CE90A413866E74FA94B2341,802,28,76.6780241995996,1
14771,4003680,2,0,3,99,1,3,4,30100802,1,2,0101000020F707000002317251FAD90A416A8A4BF79D4C2341,808,29,48.5655062495691,1
14776,4003730,1,1,3,2,2,3,4,30100802,1,2,0101000020F70700001D7B37C05FD80A41EDBADDF04F4D2341,808,30,177.944140503474,1
14778,4003750,9,0,2,2,2,3,4,30100803,1,2,0101000020F7070000EDC009A77CE60A41A19862DAE84A2341,803,31,112.377094550634,2
14780,4003770,2,0,3,2,2,2,4,30100803,3,2,0101000020F707000058D3A00995DA0A414EF518552A4B2341,801,32,6.97015187189602,2
14784,4003810,2,1,3,3,3,3,4,30100803,1,2,0101000020F7070000CCD7E66E3AE20A417C924966D9482341,806,33,5.04949826832561,0
14785,4003820,2,0,3,2,3,1,4,30100803,1,2,0101000020F707000001BEA7DF5AE00A4175F582508B4C2341,810,34,168.009157968324,2
14786,4003830,1,0,3,99,2,1,4,30100803,2,2,0101000020F707000000811A132CD80A41E3660608E7492341,806,35,92.1574942519531,0
14793,4003900,2,0,3,1,3,2,4,30100804,1,2,0101000020F70700000580F11492E70A41DEFA92B1A5482341,804,36,5.04949826832561,0
14795,4003920,2,0,3,1,3,4,4,30100804,1,2,0101000020F7070000EB83831E58DC0A41D22F042AE1492341,807,37,48.5655062495691,1
14797,4003940,3,0,99,2,1,4,4,30100804,2,2,0101000020F70700006B4D22DC42DC0A4120A94827214D2341,809,38,158.628865673012,3
14798,4003950,5,1,2,1,4,3,4,30100804,1,2,0101000020F70700000BB0ADA63BDC0A41FC4B08DD1F4A2341,807,39,141.410202963189,1
14799,4003960,1,1,3,2,2,2,4,30100804,1,2,0101000020F70700002EFF2E04AFE70A415A2F5AAAC54A2341,802,40,92.1574942519531,1
14800,4003970,2,0,3,1,2,2,4,30100804,3,2,0101000020F70700008EA6FD81D1D60A41290C6A48FA4A2341,807,41,5.04949826832561,0
14807,4004040,1,1,3,4,2,4,4,30100804,1,2,0101000020F707000024A3C0CBE1D70A41FC23DFB52D4C2341,808,42,92.1574942519531,0
14808,4004050,2,0,3,2,3,4,4,30100805,1,2,0101000020F70700001C88253A5CDF0A4138733EEF9C4D2341,809,43,167.701376161355,2
14809,4004060,6,0,2,1,3,4,4,30100805,1,2,0101000020F7070000F21802E1C5DF0A417CE3465F744D2341,810,44,133.514984313357,2
14810,4004070,2,0,3,2,3,1,4,30100805,1,2,0101000020F7070000F4BBA66674DA0A41C173D8B9C04A2341,807,45,76.6780241995996,1
14811,4004080,1,0,3,98,3,98,4,30100805,1,2,0101000020F7070000F279132CCFDD0A41155E8C65424A2341,807,46,92.1574942519531,1
14817,4004140,1,0,3,99,3,3,4,30100805,1,2,0101000020F707000076F3ED8AC9DC0A41DBBAED753B4B2341,801,47,92.1574942519531,1
14818,4004150,2,0,2,4,5,1,4,30100805,1,2,0101000020F7070000E36C1C2A28E60A41774C68D9E94A2341,803,48,5.04949826832561,0
14820,4004170,2,1,3,2,3,3,4,30100805,4,2,0101000020F70700008BAC01B1FEDB0A41CA0E2438E6492341,807,49,48.5655062495691,2
14821,4004180,1,1,3,2,2,2,4,30100805,3,2,0101000020F70700004BDBC372B6E70A4111ABBCF1B44A2341,802,50,92.1574942519531,1
14824,4004210,5,3,3,1,4,3,4,30100806,1,2,0101000020F7070000FDC86D83F2D90A4135267D597C4C2341,808,51,141.410202963189,3
14829,4004260,1,0,99,1,2,1,4,30100806,2,2,0101000020F70700008FBA85B43FDC0A412284CC644F4A2341,807,52,92.1574942519531,1
14839,4004360,4,0,2,1,3,4,4,30300901,1,3,0101000020F7070000D386321582EC0A413E5475BB35522341,908,53,150.363621902495,3
14841,4004380,9,0,2,1,3,3,4,30300901,1,3,0101000020F7070000D4FBF51B5BF40A41E279860ABB532341,907,54,46.4276464179376,1
14845,4004420,3,0,2,1,3,3,4,30300901,1,3,0101000020F7070000D82EE49623DD0A41597A1246A64F2341,901,55,40.4088135422588,2
14848,4004450,7,0,2,2,3,3,4,30300901,1,3,0101000020F7070000C1C6810B7DDF0A412B3C35FF3E512341,901,56,56.5127953320329,1
14849,4004460,4,0,2,2,2,2,4,30300901,1,3,0101000020F70700007F38E2D40ED60A41E051121C0B522341,903,57,198.461479410092,1
14850,4004470,3,0,3,2,2,2,4,30300901,1,3,0101000020F7070000B6B1EC0954E10A41EED3C514AD4E2341,902,58,198.737029888794,1
14856,4004530,6,0,2,1,2,2,4,30300902,1,3,0101000020F7070000AA2E6ACB1CDD0A4154F2F62E9E512341,901,59,62.3493385223034,0
14859,4004560,3,0,2,1,5,2,4,30300902,1,3,0101000020F7070000D5D339D327CE0A41579C727F23512341,904,60,176.092441334616,2
14863,4004600,2,0,2,1,3,1,4,30300902,1,3,0101000020F7070000E11B34B929ED0A41F68667A2A4512341,908,61,166.891855255489,1
14865,4004620,2,1,3,1,3,4,4,30300902,1,3,0101000020F7070000B6A9897F2DDD0A416C52A28D4A512341,901,62,92.1431819275165,1
14867,4004640,2,0,2,4,3,98,4,30300902,1,3,0101000020F7070000161B281CDFE40A41AAF27DA6C9502341,901,63,92.1431819275165,0
14868,4004650,1,0,2,1,2,2,4,30300903,1,3,0101000020F707000030592325CBF60A41CD785BB50B552341,907,64,199.28927912757,0
14869,4004660,8,0,2,1,3,3,4,30300903,1,3,0101000020F7070000F17AA9E17FD20A41AC0CD0729B512341,903,65,184.413151457956,1
14871,4004680,3,0,3,1,3,1,4,30300903,1,3,0101000020F707000016B9FAEAF3D30A415DD98338CA502341,903,66,130.844281277259,1
14876,4004730,7,0,2,2,2,2,4,30300903,1,3,0101000020F70700002A3D7F9FCCF50A4179CD74B56C552341,907,67,56.5127953320329,0
14877,4004740,8,0,2,1,4,2,4,30300903,1,3,0101000020F7070000B7F59F4862EC0A417F7C8A714A532341,906,68,51.2226129728359,1
14880,4004770,1,1,2,1,2,2,4,30300903,1,3,0101000020F70700009EC496EFDDEC0A41B0879188F2532341,906,69,199.28927912757,1
14884,4004810,8,0,2,1,4,4,4,30300904,1,3,0101000020F70700009FB6E8E394EE0A41798A329CC3542341,907,70,184.413151457956,1
14885,4004820,4,0,2,1,2,1,4,30300904,1,3,0101000020F70700002AEA15BBE3F10A41890195BFE4542341,907,71,64.9584971138831,1
14892,4004890,7,0,2,2,3,2,4,30300904,1,3,0101000020F707000085EB51B83AF30A41713D0A57A0552341,907,72,56.5127953320329,1
14897,4004940,4,0,2,2,2,2,4,30300904,1,3,0101000020F7070000F8D5764FCDF20A41D9DA8B2952532341,907,73,48.266965937317,1
14900,4004970,4,1,2,4,2,3,4,30300905,1,3,0101000020F7070000CE788BBFA8DE0A41757C4E2EBE502341,901,74,35.8644381305463,0
14906,4005030,4,0,2,1,3,1,4,30300905,1,3,0101000020F7070000996547E7EEF20A41950DB8E05A552341,907,75,48.266965937317,1
14907,4005040,2,1,2,1,3,2,4,30300905,1,3,0101000020F7070000789AC39160EB0A41BA5568F8ED522341,906,76,199.00893108084,2
14908,4005050,1,0,2,1,2,2,4,30300905,1,3,0101000020F7070000D8F4495F95E00A41A3860269F04F2341,901,77,199.28927912757,0
14910,4005070,5,1,2,2,2,2,4,30300905,1,3,0101000020F7070000282357A207F10A41CD00051440512341,908,78,68.7886697398108,1
14911,4005080,3,0,2,2,4,1,4,30300905,1,3,0101000020F70700007B758DC3E2EB0A41431D9173AF512341,908,79,54.3828630386488,0
14918,4005150,8,0,2,2,2,1,4,30300906,1,3,0101000020F707000033BC505895EA0A416DFD6619FA522341,906,80,51.2226129728359,0
14920,4005170,2,0,2,2,4,1,4,30300906,1,3,0101000020F70700003D3360DBADE00A410CE09DA0C74F2341,901,81,199.01296295089,1
14921,4005180,7,0,2,1,3,1,4,30300906,1,3,0101000020F70700005EBB90A172F20A4160B50A0521522341,908,82,56.5127953320329,1
14929,4005260,2,1,3,1,4,1,4,30101401,1,3,0101000020F7070000D8DA1C285F350B4142961D286D5F2341,1401,83,25.0953964879064,0
14931,4005280,4,2,3,2,4,4,4,30101401,1,3,0101000020F70700005CB5C971422E0B418B28DE2C595B2341,1403,84,150.221592051978,2
14934,4005310,1,0,3,1,4,1,4,30101401,1,3,0101000020F7070000554B6E02FD2D0B41F063832FD65B2341,1403,85,53.2569780050578,0
14937,4005340,1,0,3,2,2,1,4,30101401,1,3,0101000020F70700007AE4A6DDFF340B4120ADD26C065F2341,1401,86,114.60678277019,0
14938,4005350,2,1,3,1,3,98,4,30101401,1,3,0101000020F7070000D6FB8942AD340B41A90D29058C5F2341,1402,87,25.0953964879064,0
14940,4005370,5,1,3,1,4,97,4,30101401,1,3,0101000020F7070000FC236E069A240B410EF246C1325C2341,1403,88,193.902258814427,4
14941,4005380,1,0,3,1,3,2,4,30101401,1,3,0101000020F7070000DD061EB07D240B41784317AED05B2341,1403,89,53.2569780050578,0
14943,4005400,2,0,3,1,4,2,4,30101402,1,3,0101000020F70700006324A2BEF12D0B416557A547D85B2341,1403,90,25.0953964879064,0
14945,4005420,1,1,3,1,4,3,4,30101402,1,3,0101000020F707000087B1961E042E0B41248025469B5B2341,1403,91,53.2569780050578,1
14949,4005460,1,1,3,1,3,2,4,30101402,1,3,0101000020F707000046322A0601270B41FC840F0CDC5E2341,1402,92,53.2569780050578,0
14950,4005470,2,1,3,1,3,3,4,30101402,1,3,0101000020F7070000CBEFFC44CF440B41B5C4875511752341,6201,93,79.4407909801924,1
14952,4005490,2,1,3,1,3,98,4,30101402,1,3,0101000020F7070000FCBE808B88250B4112650E16525C2341,1403,94,25.0953964879064,0
14954,4005510,3,1,3,1,4,4,4,30101402,1,2,0101000020F707000018B23F2B2F310B414700ED56695D2341,1401,95,24.231191904502,1
14955,4005520,2,1,3,1,4,98,4,30101402,1,3,0101000020F707000058008218A1340B415F862593975C2341,1401,96,25.0953964879064,0
14956,4005530,3,1,3,2,3,3,4,30101402,1,3,0101000020F7070000F8B7C242452F0B416A983B86545B2341,1402,97,52.1445085862418,1
14958,4005550,2,0,99,1,3,1,4,30101403,1,3,0101000020F707000060DE614DCB310B416BB5E5ABB85B2341,1402,98,25.0953964879064,0
14959,4005560,2,0,3,1,4,2,4,30101403,1,3,0101000020F707000063B6657868280B412380536A2D5E2341,1402,99,25.0953964879064,0
14966,4005630,5,1,3,2,4,4,4,30101403,1,3,0101000020F70700009C29A11064280B411BA4B4BC2A5E2341,1402,100,5.05393875126901,2
14977,4005740,1,1,3,1,3,98,4,30101404,1,2,0101000020F7070000675DC629F7300B41082CC69A345E2341,1401,101,53.2569780050578,0
14980,4005770,2,2,3,1,5,4,4,30101404,1,3,0101000020F7070000A2C93C80B72F0B4109E2B94D66602341,1402,102,25.0953964879064,0
14985,4005820,5,1,3,1,4,98,4,30101404,1,3,0101000020F7070000124F77004C340B4143C56E53DF5F2341,1402,103,5.05393875126901,2
14986,4005830,3,2,3,1,5,98,4,30101404,1,2,0101000020F7070000DF9F61EF6A340B41E895C564AB5F2341,1402,104,192.901564385009,2
14987,4005840,2,1,3,1,5,3,4,30101404,1,3,0101000020F707000032F572F6852A0B4179E49D00E45B2341,1403,105,25.0953964879064,0
14988,4005850,2,1,3,2,4,97,4,30101405,1,3,0101000020F70700007D5750974C260B412B33F864215D2341,1403,106,64.2431766948298,1
14991,4005880,2,1,3,1,5,5,4,30101405,1,1,0101000020F7070000A87AC2C1B5340B411884D287955F2341,1402,107,25.0953964879064,0
14994,4005910,5,1,1,1,4,5,4,30101405,1,3,0101000020F7070000A56D425D34270B41FFC69529AF5C2341,1403,108,5.05393875126901,2
14995,4005920,1,0,3,2,3,2,4,30101405,1,3,0101000020F7070000D7D8C1FD06290B41DF3E13DD115F2341,1402,109,136.335660202076,1
14997,4005940,2,2,3,1,4,5,4,30101405,1,2,0101000020F7070000655D43532A340B419DBA51C1E35F2341,1402,110,199.475828525989,2
14999,4005960,2,1,3,1,5,4,4,30101405,1,3,0101000020F7070000F083DCF3D3280B412749CF75785D2341,1403,111,25.0953964879064,0
15000,4005970,1,0,3,1,4,3,4,30101405,1,3,0101000020F7070000C63B343130280B4126CCEF6D215D2341,1403,112,53.2569780050578,0
15006,4006030,1,0,3,1,3,4,4,30101406,1,3,0101000020F707000007005E1504310B415F34BA62FB5B2341,1402,113,53.2569780050578,1
15007,4006040,2,0,3,1,3,2,4,30101406,1,3,0101000020F7070000503AA8AE12280B417E8ACA56AE602341,1402,114,64.2431766948298,1
15010,4006070,4,2,3,1,5,97,4,30101406,1,2,0101000020F7070000134009C0C2320B4108F8B57E145D2341,1401,115,69.8069331536799,3
15013,4006100,5,1,3,2,5,98,4,30101406,1,2,0101000020F7070000C779488CB6320B41092D15951C5D2341,1401,116,5.05393875126901,2
15017,4006140,6,1,3,1,4,5,4,30101406,1,3,0101000020F7070000FC3BA9509D2B0B41045E9F7F01602341,1402,117,5.06365221433476,2
15018,4006150,4,1,3,1,3,3,4,30101407,1,3,0101000020F7070000231FE2D7472A0B418A6C9C95AD5F2341,1402,118,150.221592051978,2
15019,4006160,1,1,3,1,3,98,4,30101407,1,3,0101000020F70700009F2EEA49A12B0B4149923A5E975F2341,1402,119,53.2569780050578,0
15030,4006270,1,0,3,1,4,4,4,30101407,1,3,0101000020F70700006CEEAA649D2A0B4154D660ACFD5E2341,1402,120,53.2569780050578,0
15031,4006280,2,1,3,1,4,98,4,30101407,1,3,0101000020F70700000699732A61260B41FD81DAF6425C2341,1403,121,25.0953964879064,0
15032,4006290,2,2,3,1,5,5,4,30101407,1,3,0101000020F7070000B6099E6D0F290B41B30FED010C5E2341,1402,122,25.0953964879064,1
15063,4006600,4,1,3,2,3,3,4,30103103,1,3,0101000020F7070000910FB8C0ACF40A41BF23658A4E2F2341,3108,123,199.916016577042,4
15066,4006630,1,1,3,1,6,4,4,30103103,1,3,0101000020F707000088C396F122FC0A41031FF90C37302341,3101,124,52.0433048035292,0
15067,4006640,2,1,3,1,4,4,4,30103103,1,3,0101000020F707000038190C5AD3070B410A3CFA2A8E302341,3112,125,105.277715465065,0
15068,4006650,2,2,3,1,3,5,4,30103103,1,3,0101000020F7070000A974F6FA86FB0A41CE977C728F2E2341,3101,126,172.071323288496,1
15069,4006660,7,1,3,2,4,1,4,30103103,1,3,0101000020F7070000E5557A68D3EF0A41A57F3109992C2341,3106,127,186.30123247131,0
15070,4006670,2,1,3,2,3,5,4,30103103,1,3,0101000020F7070000817918E526090B4192C98DBCBA362341,3111,128,191.633636146952,1
15071,4006680,1,0,3,2,3,1,4,30103103,1,3,0101000020F7070000FA77D9052FF40A41603BA73D9A302341,3108,129,77.4330802682464,1
15072,4006690,1,0,3,1,3,1,4,30103103,1,3,0101000020F70700001C82F26085FB0A41B50C8AE221302341,3101,130,52.0433048035292,0
15074,4006710,1,1,3,1,4,3,4,30103103,1,3,0101000020F70700003AE2ED2C85FA0A41F4B382396B312341,3101,131,52.0433048035292,1
15075,4006720,1,0,3,1,3,1,4,30103103,1,3,0101000020F7070000CB31503499EB0A417FE3840DE12A2341,3106,132,52.0433048035292,0
15076,4006730,7,1,3,1,6,4,4,30103103,1,3,0101000020F70700006833876D92F30A41E15B3C81B72C2341,3104,133,199.913431405506,3
15077,4006740,2,2,3,1,4,5,4,30103103,1,3,0101000020F70700006ECB836A83FF0A415043C46B982A2341,3104,134,105.277715465065,0
15078,4006750,5,2,3,2,3,4,4,30103104,1,3,0101000020F70700005561B78EC1040B4140AB62F6712E2341,3101,135,84.0492089971198,2
15082,4006790,2,1,3,1,3,2,4,30103104,1,3,0101000020F707000039109BFDC4FD0A41F3B323E305312341,3101,136,105.277715465065,0
15083,4006800,4,1,2,1,4,3,4,30103104,1,3,0101000020F7070000EDEFB81D3BFB0A41383B2D0BD2302341,3101,137,73.0950708393775,2
15085,4006820,3,1,3,1,4,98,4,30103104,1,3,0101000020F70700002FA68F104DFC0A416A1F7B4F8C302341,3101,138,23.0880839842855,2
15086,4006830,1,0,99,3,2,98,4,30103104,1,3,0101000020F7070000545375A37FFB0A41D9C8493B642D2341,3104,139,85.06225924727,1
15087,4006840,3,2,3,1,4,5,4,30103104,1,3,0101000020F7070000298153373DFE0A41B687427E62322341,3109,140,134.512151510809,3
15088,4006850,1,0,3,1,3,1,4,30103104,1,3,0101000020F70700003A00D76486EA0A41FB56F1C3902A2341,3106,141,52.0433048035292,0
15090,4006870,2,0,3,1,3,1,4,30103104,1,3,0101000020F707000041AED1FDEFEC0A416AD9600EF62A2341,3106,142,105.277715465065,0
15092,4006890,1,0,3,1,4,2,4,30103104,1,3,0101000020F707000007B1203990060B416CE1121E80372341,3110,143,52.0433048035292,0
15093,4006900,4,3,3,1,10,5,4,30103105,1,2,0101000020F70700007B5E440AA0F70A41763C9A695B2B2341,3104,144,25.9930573501773,0
15095,4006920,2,1,3,1,3,98,4,30103105,1,3,0101000020F70700003405CA38DAFC0A411E0952CCE32B2341,3104,145,172.071323288496,1
15096,4006930,2,0,3,2,3,4,4,30103105,1,3,0101000020F7070000A32C7A7096F70A41E3C70BC778302341,3101,146,105.277715465065,2
15097,4006940,2,2,3,1,4,4,4,30103105,1,3,0101000020F7070000295C8FC2D1F80A41666666E6AC302341,3101,147,199.982822671155,2
15098,4006950,4,1,3,2,4,5,4,30103105,1,3,0101000020F70700007C2C5FE673FB0A41C5E0CA30882F2341,3101,148,199.916016577042,2
15099,4006960,2,0,3,1,4,3,4,30103105,1,3,0101000020F70700007A60B0E14F040B41945C9A2941302341,3101,149,172.071323288496,1
15100,4006970,1,0,3,1,2,2,4,30103105,1,3,0101000020F70700005F85F6EB15F30A413E03A9BE042E2341,3108,150,126.560616643346,0
15101,4006980,3,2,3,2,5,3,4,30103105,1,3,0101000020F707000027673EF936F60A41ADBCBF48732C2341,3104,151,134.512151510809,2
15103,4007000,3,1,3,1,4,5,4,30103105,1,3,0101000020F70700007392357023030B411CCF8B376A2F2341,3101,152,134.512151510809,3
15104,4007010,3,0,3,2,3,4,4,30103105,1,3,0101000020F70700008DF9A9D589FD0A41ED1B8E8165312341,3101,153,134.512151510809,2
15106,4007030,3,2,3,1,7,5,4,30103105,1,3,0101000020F70700006D3B2A1AF6010B41E73BD6EE38312341,3101,154,134.512151510809,2
15112,4007090,3,4,3,1,4,5,4,30103106,1,3,0101000020F707000022644E14E5020B412B7D128112302341,3101,155,23.0880839842855,2
15113,4007100,2,1,3,1,4,98,4,30103106,1,3,0101000020F7070000B3272DE127F30A4154E54C17C42F2341,3108,156,172.071323288496,1
15114,4007110,1,0,3,1,3,1,4,30103106,1,3,0101000020F70700003E84D4500BED0A4135E5BC53BB2A2341,3106,157,52.0433048035292,0
15115,4007120,5,2,3,1,6,5,4,30103106,1,3,0101000020F7070000C96F1B44BAF50A41382867E3752C2341,3104,158,188.824795058758,2
15116,4007130,2,0,3,1,4,5,4,30103106,1,3,0101000020F707000037FF7305510A0B417D2ACFAF22302341,3112,159,105.277715465065,0
15119,4007160,2,0,3,1,2,1,4,30103106,1,3,0101000020F7070000FCB99A738DF70A413A1D1BE43D302341,3101,160,172.071323288496,1
15120,4007170,2,0,2,1,4,1,4,30103106,1,3,0101000020F7070000C88CF72F19F70A4137B4982112312341,3108,161,105.277715465065,0
15122,4007190,3,0,3,2,3,3,4,30103106,1,3,0101000020F7070000552B8576BC040B419254524BB52E2341,3101,162,34.3518050428261,2
15125,4007220,5,1,3,4,5,5,4,30103107,1,3,0101000020F7070000E39EE851DC000B4165EF67E702312341,3101,163,105.140899936316,3
15126,4007230,2,0,3,2,3,3,4,30103107,1,3,0101000020F7070000E8477632F7090B41D4C044D87D362341,3111,164,199.982822671155,2
15128,4007250,6,2,3,1,5,3,4,30103107,1,3,0101000020F70700003B3276BEA90D0B419E792565E82F2341,3112,165,92.923513390173,2
15129,4007260,4,2,3,1,4,4,4,30103107,1,3,0101000020F7070000FE7A381E8AFE0A41FEB620B46A2F2341,3101,166,73.0950708393775,2
15134,4007310,1,0,3,1,4,1,4,30103107,1,3,0101000020F7070000842B368FF8F30A412CFAD251A12E2341,3108,167,52.0433048035292,0
15135,4007320,1,0,3,2,4,1,4,30103107,3,3,0101000020F707000019A58EBD5F000B41E71708E1F22F2341,3101,168,77.4330802682464,0
15136,4007330,2,0,3,1,4,2,4,30103107,1,3,0101000020F707000046A8C744150D0B41E0ABA51AE4302341,3112,169,105.277715465065,0
15137,4007340,3,2,3,1,7,5,4,30103107,1,3,0101000020F7070000AA8014F88B030B4196CD7B82072F2341,3101,170,134.512151510809,2
15138,4007350,4,2,3,2,3,3,4,30104101,1,3,0101000020F7070000888679747CAC0A41EAD78FF9E73A2341,4101,171,5.13842099929805,2
15139,4007360,6,1,2,1,5,5,4,30104101,1,3,0101000020F7070000BE1EEC7FADB60A411B371F0913392341,4101,172,89.8433336367237,2
15140,4007370,4,1,3,2,2,3,4,30104101,1,3,0101000020F707000019B9D7150BB40A41E1748BAE87392341,4101,173,117.802793671237,2
15141,4007380,5,2,2,2,3,3,4,30104101,1,3,0101000020F707000045643BF406B90A416CA734B362382341,4101,174,5.73526088898106,1
15142,4007390,5,0,3,1,3,3,4,30104101,1,3,0101000020F707000093B271C0D3B60A41E665BDA81E3A2341,4101,175,143.958287273013,2
15147,4007440,8,2,3,1,4,98,4,30104101,1,3,0101000020F707000054E49707C1B60A41F2E6B51279372341,4101,176,5.136138295606,1
15150,4007470,4,1,2,2,3,5,4,30104101,1,3,0101000020F707000007FA9A0B4FA40A414E650484FE382341,4104,177,5.13842099929805,1
15152,4007490,1,1,3,1,3,98,4,30104101,1,3,0101000020F70700005EA96F1AA5AD0A416F98F567943B2341,4101,178,30.2490204104184,1
15154,4007510,4,1,3,2,3,3,4,30104102,1,3,0101000020F7070000614B7A3350AE0A419D6B74BBA73A2341,4101,179,5.13842099929805,2
15155,4007520,2,0,2,1,3,3,4,30104102,2,2,0101000020F70700004A5363F544B50A41D803840E3A3A2341,4101,180,11.8536806423381,1
15156,4007530,2,0,3,2,3,3,4,30104102,1,3,0101000020F70700009DA0915CC6B30A4165E4F506DD372341,4101,181,11.8536806423381,2
15162,4007590,3,1,2,2,3,2,4,30104102,1,3,0101000020F70700005E17AC55E9B50A4162AE8765B8392341,4101,182,5.13925671201466,2
15167,4007640,2,2,3,1,4,3,4,30104102,1,3,0101000020F7070000EB1A621F63B60A41FFEFF18990382341,4101,183,6.09194131062748,0
15172,4007690,3,0,3,99,3,1,4,30104103,1,3,0101000020F70700008F6C0F55E6B70A41BCEF18FB2A392341,4101,184,9.62667151687397,1
15175,4007720,4,0,3,3,2,1,4,30104103,1,3,0101000020F7070000106C71664FB30A4105AF171DE5392341,4101,185,10.1017467806388,1
15176,4007730,2,2,3,1,6,5,4,30104103,1,3,0101000020F7070000AA38B24C46B80A417A91385EB3372341,4101,186,11.8536806423381,1
15177,4007740,2,1,3,2,2,3,4,30104103,2,3,0101000020F707000024BA5D66D9B20A41D75DB34F96382341,4101,187,199.552555276828,2
15178,4007750,3,1,3,2,3,2,4,30104103,1,3,0101000020F7070000B4AC76E46EAA0A412CAEDABCD03B2341,4101,188,35.5288371015421,1
15179,4007760,1,0,3,2,1,1,4,30104103,1,3,0101000020F707000038770EBE2EB30A41C13B7ACD11382341,4101,189,15.5458260269016,1
15180,4007770,2,0,2,2,2,2,4,30104103,1,3,0101000020F7070000FAE61E3CA3940A411490ABE0B23D2341,4104,190,6.09194131062748,0
15182,4007790,2,1,2,1,5,1,4,30104103,1,3,0101000020F7070000571A6826B9950A4146138C98793F2341,4104,191,6.09194131062748,1
15187,4007840,4,1,3,1,3,4,4,30104104,1,3,0101000020F7070000D0CBC4CDB5B90A4137A24902D6382341,4101,192,5.13842099929805,2
