TAZ_NUM,DESCRIPT,P4_ESCO,P5_SHOP,P6_MAIN,P7_EATI,P8_VISI,P9_DISC,P10_ATWO,P11_ALLNM,P12_WHOM1,P13_WHOM2,P14_WHOM3,P15_WHOM4,P16_WHOM5,P17_WHOM6,P18_WHOM7,P19_WHOM8,P20_SHOM1,P21_SHOM2,P22_SHOM3,P23_WHOM,P24_WHOM,P25_WHOM,P26_WHOM,P27_WHOM,P28_WHOM,P29_WHOM,P30_WHOM,P31_WHOM,P32_WHOM,P33_WHOM,P34_WHOM,P35_WHOM,P36_WHOM,P37_WHOM,P38_WHOM,P39_WHOM,P40_WHOM,P41_WHOM,P42_WHOM,P43_WHOM,P44_WHOM,P45_WHOM,P46_WHOM,P47_WHOM,P48_WHOM,P49_WHOM,P50_WHOM,P51_WHOM,P52_WHOM,P53_WHOM,P54_WHOM,P55_SCHU1,P56_SCHU2,P57_SCHU3,P58_SCHS1,P59_SCHS2,P60_SCHS3,P61_SCHA1,P62_SCHA2,P63_SCHA3,P64_SCHT1,P65_SCHT2,P66_SCHT3,P67_UNIV,ACCESS1,ACCESS2,ACCESS3,ACCESS4,ACCESS5,ACCESS6,ACCESS7,ACCESS8,ACCESS9,ACCESS10,ACCESS11,ACCESS12,ACCESS13,ACCESS14,ACCESS15,ACCESS16,ACCESS17,ACCESS18,ACCESS19,ACCESS20,ACCESS21,ACCESS22,ACCESS23,ACCESS24,ACCESS25,ACCESS26,ACCESS27,ACCESS28,ACCESS29,ACCESS30,ACCESS31,ACCESS32,ACCESS33,ACCESS34,ACCESS35,ACCESS36,ACCESS37,ACCESS38,ACCESS39,ACCESS40,ACCESS41,ACCESS42,ACCESS43,ACCESS44,ACCESS45,ACCESS46,ACCESS47,ACCESS48,ACCESS49,ACCESS50,ACCESS51,ACCESS52,ACCESS53,ACCESS54,ACCESS55,ACCESS56,ACCESS57,ACCESS58,ACCESS59,ACCESS60,ACCESS61,ACCESS62,ACCESS63,ACCESS64,ACCESS65,ACCESS66,ACCESS67,ACCESS68,ACCESS69,ACCESS70,ACCESS71,ACCESS72,ACCESS73,ACCESS74,ACCESS75,ACCESS76,ACCESS77,ACCESS78,ACCESS79,ACCESS80,ACCESS81,ACCESS82,ACCESS83,ACCESS84,ACCESS85,ACCESS86,ACCESS87,ACCESS88,ACCESS89,ACCESS90,ACCESS91,ACCESS92,ACCESS93,ACCESS94,ACCESS95,ACCESS96,ACCESS97,ACCESS98,ACCESS99,ACCESS100,ACCESS101,ACCESS102,ACCESS103,ACCESS104,ACCESS105,ACCESS106,ACCESS107,ACCESS108,ACCESS109,ACCESS110,ACCESS111,ACCESS112,ACCESS113,ACCESS114,ACCESS115,ACCESS116,ACCESS117,ACCESS118,ACCESS119,ACCESS120,ACCESS121,ACCESS122,ACCESS123,ACCESS124,ACCESS125,ACCESS126,ACCESS127,ACCESS128,ACCESS129,ACCESS130,ACCESS131,ACCESS132,ACCESS133,ACCESS134,ACCESS135,ACCESS136,ACCESS137,ACCESS138,ACCESS139,ACCESS140,ACCESS141,ACCESS142,ACCESS143,ACCESS144,ACCESS145,ACCESS146,ACCESS147,X.,X,X.1,X.2,X.3,X.4,X.5,X.6
402,NA,28,155.675311,127.558338,49.236153,13.04024,84.318513,22.588179,505.962951,8.3227,18.741247,56.190874,18.884152,7.197277,0,2.160098,12.119301,0,0,0,21.459396,8.882343,29.739965,9.537594,7.599806,0,0,9.410829,1.091439,0.118671,2.272938,1.080701,3.564386,0,2.6499,7.828001,1.760914,0.974486,1.276763,0.120314,0,0,0.033829,1.591188,2.588762,1.2329,2.90659,1.043666,0.506718,0,0.148411,0.418597,0,0,0,0,0,0,0,0,0,0,0,0,0,1438.356721,1376.225734,5099.286249,1975.709603,815.810123,42.001435,346.993275,1671.821892,10472.281636,23841.093865,19453.699584,19595.90527,53848.997504,5902.775752,57676.651983,75730.894635,205336.756633,59389.461263,66732.87166,61647.860139,14200.4078,15861.671487,14709.160034,10013.9015,11439.585772,10458.959531,5578.895168,6274.072337,5792.829353,2572.838596,2901.993481,2674.844151,13110.790348,14698.751858,13598.216862,25929.727467,64988.454968,40517.987127,13818.764066,17934.011048,47934.488769,9659.271819,13109.483456,36817.986054,5416.301431,7124.133859,19355.594007,2494.155846,3298.007149,8968.92641,12743.714636,16653.859075,44912.205743,3465.114281,13148.555283,106.995486,115.114309,443.134796,150.998982,63.201492,0.676136,22.693663,125.056923,1178.8898,1073.683617,4144.268495,1582.873099,686.701815,23.032208,266.232812,1389.719908,162.983474,509.573722,477.149842,3464.129359,3986.750926,9315.09036,9454.441018,13252.30955,150.354267,39.526923,101.51334,11.381468,454.474686,134.363585,169.851781,54.062076,59.245625,94.265293,2.731591,0,11.737859,220.821973,95.002003,400.741665,294.927716,7.916988,247.45118,211.510915,5.297522,140.825479,1006.137434,6.644275,371.342868,337.921388,3.822269,113.833007,88.693646,0.259349,29.22228,0.282273,0,0,6.143834,0.503207,10.613969,181.980743,6.090231,53.964577,1266.363776,7.916988,62.207402,855.500522,5.297522,40.59174,3096.196651,6.644275,149.00711,1228.26923,3.822269,33.103148,409.258541,0.259349,6.429576,10.264102,0,0,84.865617,0.503207,1.977025,581.935656,6.090231,19.043989,4546.666577,12866.757508,1445.611047,562.464241,NA,NA,NA,NA,NA,NA,NA,NA
403,NA,15,68.029023,53.420861,40.551319,9.378296,94.397481,21.974256,423.94306,11.347437,11.273392,49.178849,13.308337,8.124266,0,3.456062,14.551273,0,0,0,18.677661,9.788496,39.245409,11.387376,5.508664,0,0,6.182862,0.643085,0.085449,2.880035,0.324225,1.069365,0,3.632139,7.095147,0.528298,0.292359,0.383046,0.192497,0,0,0.010149,0.633281,2.989814,1.281518,3.965883,1.217598,0.810726,0,0.163436,0.669737,0,0,0,0,0,0,0,0,0,0,0,0,0,1438.356721,1376.225734,5099.286249,1975.709603,815.810123,42.001435,346.993275,1671.821892,10472.281636,23841.093865,19453.699584,19595.90527,53848.997504,5902.775752,57676.651983,75730.894635,205336.756633,59389.461263,66732.87166,61647.860139,14200.4078,15861.671487,14709.160034,10013.9015,11439.585772,10458.959531,5578.895168,6274.072337,5792.829353,2572.838596,2901.993481,2674.844151,13110.790348,14698.751858,13598.216862,25929.727467,64988.454968,40517.987127,13818.764066,17934.011048,47934.488769,9659.271819,13109.483456,36817.986054,5416.301431,7124.133859,19355.594007,2494.155846,3298.007149,8968.92641,12743.714636,16653.859075,44912.205743,3465.114281,13148.555283,106.995486,115.114309,443.134796,150.998982,63.201492,0.676136,22.693663,125.056923,1178.8898,1073.683617,4144.268495,1582.873099,686.701815,23.032208,266.232812,1389.719908,162.983474,509.573722,477.149842,3464.129359,3986.750926,9315.09036,9454.441018,13252.30955,150.354267,39.526923,101.51334,11.381468,454.474686,134.363585,169.851781,54.062076,59.245625,94.265293,2.731591,0,11.737859,220.821973,95.002003,400.741665,294.927716,7.916988,247.45118,211.510915,5.297522,140.825479,1006.137434,6.644275,371.342868,337.921388,3.822269,113.833007,88.693646,0.259349,29.22228,0.282273,0,0,6.143834,0.503207,10.613969,181.980743,6.090231,53.964577,1266.363776,7.916988,62.207402,855.500522,5.297522,40.59174,3096.196651,6.644275,149.00711,1228.26923,3.822269,33.103148,409.258541,0.259349,6.429576,10.264102,0,0,84.865617,0.503207,1.977025,581.935656,6.090231,19.043989,4546.666577,12866.757508,1445.611047,562.464241,NA,NA,NA,NA,NA,NA,NA,NA
404,NA,343,52.872678,42.918953,13.6202,7.499191,26.420138,11.474212,144.319411,9.941748,8.918535,34.97165,14.545354,3.263305,0.13286799999999999,1.135999,8.946435,0,0,0,8.980639,6.817967,29.926604,12.17888,3.425525,0.03626,0.78922,6.965675,0.229799,0.061724,0.256165,0.61024,0.899254,0,0.639984,1.597193,0.66897,0.459659,0.574546,0.271183,0.020659,0,0.040301,0.500852,1.948881,1.406716,4.62512,1.083046,0.032763,0,0.047908,0.58812,0,0,0,0,0,0,0,0,0,0,0,0,0,1585.08902,1504.931699,5617.281568,2188.239879,882.397505,42.29257,368.456614,1825.049278,12750.551206,29199.02435,22307.855755,23700.19514,51206.365823,11452.588245,59931.513364,84110.547643,246325.167765,62322.707036,72160.419663,65402.96752,15278.34829,17474.202368,15964.80531,10772.258637,12574.679773,11346.592214,5851.918991,6781.490243,6143.200771,2761.564299,3189.527099,2895.934079,13687.860187,15841.558652,14360.04357,29892.178426,74665.279818,46638.926857,14746.569143,20178.341134,57491.6713,10299.069496,14656.371792,43179.345434,5625.253108,7908.11022,23193.244486,2655.880908,3704.592024,10747.82614,13171.627534,18475.694207,54160.6041,3631.992595,15620.244619,204.871862,203.949588,820.84606900000006,259.062119,117.99497,1.013704,35.670466,233.39362,1175.114602,1048.843023,4081.092387,1598.034475,668.82102,19.17666,252.423724,1372.350216,226.476251,634.051476,837.163191,5215.333337,4411.418628,10407.675391,10218.422868,14862.536156,134.603091,44.316944,92.293551,12.708402,416.054062,144.814633,158.79661,63.567542,56.071054,109.59012800000001,3.142919,0,12.680557,240.597513,87.974066,441.534274,328.439571,7.045339,278.486704,236.368234,4.698755,161.095589,1118.886809,5.884136,430.779773,377.125267,3.687963,129.677595,98.449829,0.275981,30.953734,0.327094,0,0,7.119425,0.514529,11.619142,202.047038,5.218516,62.061693,1417.825458,7.045339,69.449769,963.74745,4.698755,45.335503,3523.13472,5.884136,165.54629,1407.497247,3.687963,36.913649,466.908325,0.275981,7.080111,12.03665,0,0,99.373575,0.514529,2.214634,678.686144,5.218516,21.138114,5492.366337,12672.418776,2815.460668,1086.107446,NA,NA,NA,NA,NA,NA,NA,NA
405,NA,65,213.452793,207.826832,72.489217,14.242818,119.33042,47.904967,738.049275,35.800552,40.023768,160.160227,51.003138,10.308495,0.263745,3.975954,28.872796,41,0,0,39.924351,20.553742,103.116489,32.017528,14.875536,0.002358,0.051318,25.466928,1.720156,0.128929,3.93988,2.411108,5.378377,0,4.307978,12.933541,3.150845,2.040375,2.599455,0.65051,0.001343,0,0.053111,2.244162,6.165878,3.806202,14.966056,3.229829,0.917486,0,0.207801,1.972911,0,0,0,41,0,0,0,0,0,41,0,0,0,1343.060483,1298.571238,4803.03457,1868.947709,737.641625,38.795035,317.260731,1534.355574,11945.886187,27508.582817,20360.68814,22655.150191,38506.48326,10959.54261,47939.325234,73480.593063,232928.486771,50506.704697,61000.206932,53825.860585,12360.148139,14723.036872,13106.752537,8894.352907,10788.879811,9501.422775,4751.946134,5741.755847,5065.167168,2195.555858,2659.26688,2343.082886,10995.83096,13306.347509,11725.374635,28631.644199,72499.683382,45050.099268,11784.381439,17565.752893,54297.867839,8398.8026,12949.140992,40981.984622,4509.156167,6917.062245,21938.488384,2079.817524,3203.021245,10141.119658,10436.594018,16066.59976,51160.932021,2906.409759,14800.292381,197.54854,201.076798,808.444332,253.942362,111.747384,0.952206,35.720776,222.559154,907.574962,818.056979,3171.455873,1245.409685,507.292288,15.437771,195.631846,1049.753831,200.955336,567.984707,694.252656,5238.687065,3601.347586,8636.765738,8182.155662,11087.973746,133.881963,37.531312,91.440653,10.265091,411.691037,122.162157,157.08383,53.329029,55.413162,93.130651,2.90432,0,12.327475,199.697508,87.461437,372.058917,280.073477,7.103254,227.140643,201.795009,4.72531,130.998435,950.674783,5.921463,354.207279,320.722488,3.64065,105.88395,83.450096,0.271602,25.979769,0.28005,0,0,6.095478,0.509393,9.435064,170.755196,5.273683,51.347633,1167.027398,7.103254,59.266635,784.405437,4.72531,38.583995,2893.304271,5.921463,140.253309,1150.219715,3.64065,31.409028,391.424313,0.271602,6.071237,10.940487,0,0,81.980954,0.509393,1.907725,564.873691,5.273683,17.914905,5247.929613,9545.049878,2649.173369,1042.678605,NA,NA,NA,NA,NA,NA,NA,NA
406,NA,313,245.965978,212.096636,67.078826,16.351112,94.083704,28.516083,680.038216,8.822332,29.825905,80.160409,29.130094,8.121029,0.003518,2.2737,13.460205,0,0,0,28.998662,10.04112,32.096209,10.773222,11.606209,0.003668,0.079828,14.735561,1.738189,0.143258,2.725539,1.907128,6.27479,0,2.820185,11.056696,3.104028,1.715498,2.247629,0.13151,0.00209,0,0.062766,2.595803,2.896112,1.415432,3.104408,1.167713,0.509727,0,0.166219,0.431997,0,0,0,0,0,0,0,0,0,0,0,0,110,1985.689026,1867.094552,7036.019133,2759.831904,1094.595833,49.299197,464.834737,2277.622537,15015.37827,35444.648883,26230.084106,24510.829355,59158.092158,18941.437401,75682.105703,97595.540964,260421.992199,77650.188634,86321.553369,80292.670193,18737.831963,20697.028204,19334.225605,13456.84106,15065.80883,13957.606651,7297.276017,8116.702964,7547.209953,3425.105209,3802.05485,3540.18171,17065.199855,18956.726048,17639.365173,32969.569054,79043.472729,50159.325118,18296.160871,23273.335057,60828.090082,13061.186628,17032.769451,45543.090779,7110.668785,9179.183629,24516.589932,3338.260105,4288.918439,11369.630439,16641.871584,21439.553072,57290.898875,4658.490417,16487.698205,309.721351,302.687865,1213.42832,378.204463,198.119251,1.309162,55.00623,374.900459,1499.893126,1341.578439,5214.170978,2095.609942,812.714148,27.246011,338.684374,1712.39154,328.017055,997.59771,1214.745612,10478.311905,6365.834183,15063.02519,14027.388246,19892.42845,173.290112,54.446647,118.26374,15.321667,535.678152,180.845908,201.797919,79.081408,70.688552,132.679154,3.727205,0,15.10467,299.696458,112.259148,551.23684,473.638445,9.0235,333.608111,339.478928,6.062141,192.116412,1617.828562,7.58964,510.614799,544.189264,4.639307,155.193114,143.336528,0.329102,37.520857,0.464707,0,0,10.114735,0.621878,13.765121,294.599853,6.716562,75.285886,1685.985275,9.0235,99.828428,1152.409614,6.062141,65.333949,4206.468699,7.58964,240.143029,1707.879231,4.639307,53.24342,567.645292,0.329102,10.180604,13.969432,0,0,130.144134,0.621878,3.147638,817.127765,6.716562,30.670175,5686.117013,14277.642562000001,4653.861235,1787.033604,NA,NA,NA,NA,NA,NA,NA,NA
407,NA,495,134.275832,65.267889,49.116226,27.753446,127.389946,27.25807,533.956692,12.451372,9.083647,38.256457,11.253185,10.809093,0.03179,1.874628,18.288511,0,0,0,21.325498,14.606919,43.508377,15.613791,3.918707,9.09e-4,0.019789,5.421657,0.450125,0.243881,1.614027,0.401525,1.017332,0,3.100709,4.326405,0.561681,0.345526,0.443975,0.155982,5.18e-4,0,0.010452,1.111002,4.078185,2.253536,4.639553,1.714736,0.433892,0,0.22792,0.503974,0,0,0,0,0,0,0,0,0,0,0,0,0,1985.689026,1867.094552,7036.019133,2759.831904,1094.595833,49.299197,464.834737,2277.622537,15015.37827,35444.648883,26230.084106,24510.829355,59158.092158,18941.437401,75682.105703,97595.540964,260421.992199,77650.188634,86321.553369,80292.670193,18737.831963,20697.028204,19334.225605,13456.84106,15065.80883,13957.606651,7297.276017,8116.702964,7547.209953,3425.105209,3802.05485,3540.18171,17065.199855,18956.726048,17639.365173,32969.569054,79043.472729,50159.325118,18296.160871,23273.335057,60828.090082,13061.186628,17032.769451,45543.090779,7110.668785,9179.183629,24516.589932,3338.260105,4288.918439,11369.630439,16641.871584,21439.553072,57290.898875,4658.490417,16487.698205,309.721351,302.687865,1213.42832,378.204463,198.119251,1.309162,55.00623,374.900459,1499.893126,1341.578439,5214.170978,2095.609942,812.714148,27.246011,338.684374,1712.39154,328.017055,997.59771,1214.745612,10478.311905,6365.834183,15063.02519,14027.388246,19892.42845,173.290112,54.446647,118.26374,15.321667,535.678152,180.845908,201.797919,79.081408,70.688552,132.679154,3.727205,0,15.10467,299.696458,112.259148,551.23684,473.638445,9.0235,333.608111,339.478928,6.062141,192.116412,1617.828562,7.58964,510.614799,544.189264,4.639307,155.193114,143.336528,0.329102,37.520857,0.464707,0,0,10.114735,0.621878,13.765121,294.599853,6.716562,75.285886,1685.985275,9.0235,99.828428,1152.409614,6.062141,65.333949,4206.468699,7.58964,240.143029,1707.879231,4.639307,53.24342,567.645292,0.329102,10.180604,13.969432,0,0,130.144134,0.621878,3.147638,817.127765,6.716562,30.670175,5686.117013,14277.642562000001,4653.861235,1787.033604,NA,NA,NA,NA,NA,NA,NA,NA
408,NA,151,255.674285,173.113059,85.388762,33.53266,178.978213,41.409222,899.911084,15.453012,24.211031,77.319224,24.99492,15.204575,0,3.453686,24.65291,0,0,0,36.411413,19.023694,56.639736,19.471145,10.106031,0,0,12.317955,1.405849,0.303585,3.401472,1.29592,4.274226,0,4.89924,10.846435,2.111596,1.168553,1.531027,0.192364,0,0,0.040566,2.412507,5.395146,2.724678,5.393545,2.161714,0.810169,0,0.317983,0.669276,0,0,0,0,0,0,0,0,0,0,0,0,0,1985.689026,1867.094552,7036.019133,2759.831904,1094.595833,49.299197,464.834737,2277.622537,15015.37827,35444.648883,26230.084106,24510.829355,59158.092158,18941.437401,75682.105703,97595.540964,260421.992199,77650.188634,86321.553369,80292.670193,18737.831963,20697.028204,19334.225605,13456.84106,15065.80883,13957.606651,7297.276017,8116.702964,7547.209953,3425.105209,3802.05485,3540.18171,17065.199855,18956.726048,17639.365173,32969.569054,79043.472729,50159.325118,18296.160871,23273.335057,60828.090082,13061.186628,17032.769451,45543.090779,7110.668785,9179.183629,24516.589932,3338.260105,4288.918439,11369.630439,16641.871584,21439.553072,57290.898875,4658.490417,16487.698205,309.721351,302.687865,1213.42832,378.204463,198.119251,1.309162,55.00623,374.900459,1499.893126,1341.578439,5214.170978,2095.609942,812.714148,27.246011,338.684374,1712.39154,328.017055,997.59771,1214.745612,10478.311905,6365.834183,15063.02519,14027.388246,19892.42845,173.290112,54.446647,118.26374,15.321667,535.678152,180.845908,201.797919,79.081408,70.688552,132.679154,3.727205,0,15.10467,299.696458,112.259148,551.23684,473.638445,9.0235,333.608111,339.478928,6.062141,192.116412,1617.828562,7.58964,510.614799,544.189264,4.639307,155.193114,143.336528,0.329102,37.520857,0.464707,0,0,10.114735,0.621878,13.765121,294.599853,6.716562,75.285886,1685.985275,9.0235,99.828428,1152.409614,6.062141,65.333949,4206.468699,7.58964,240.143029,1707.879231,4.639307,53.24342,567.645292,0.329102,10.180604,13.969432,0,0,130.144134,0.621878,3.147638,817.127765,6.716562,30.670175,5686.117013,14277.642562000001,4653.861235,1787.033604,NA,NA,NA,NA,NA,NA,NA,NA
409,NA,426,518.407355,443.319121,124.023557,32.270961,149.887238,49.284287,1251.48517,11.557349,58.706444,143.346769,55.013716,12.687784,0,2.184801,19.97545,0,0,0,52.34522,16.037679,43.376611,15.822451,21.815294,0,0,28.370282,3.447466,0.286562,3.906164,4.07749,13.448442,0,3.649206,19.451422,6.643934,3.67674,4.817229,0.12169,0,0,0.127636,5.499415,4.455768,2.349142,4.031551,1.776822,0.512513,0,0.268149,0.423384,0,0,0,0,0,0,0,0,0,0,0,0,0,1766.136752,1621.847245,6260.34518,2393.215024,922.470379,45.023718,407.782527,1960.567594,14102.334377,34549.377906,25453.742689,23714.960375,58032.738624,16573.584568,69893.293786,92336.255412,251285.232895,71948.52404,80928.535747,74705.248297,16171.175319,18273.454207,16815.582743,12011.801938,13689.062555,12535.049002,6779.44888,7626.280423,7039.58351,2960.718292,3369.361873,3086.852994,15926.93754,17885.758128,16526.677684,31425.263713,76891.11888,48401.40456,15695.816793,20970.989736,58123.508856,11601.466857,15715.3386,43915.989234,6585.036142,8699.7658049999991,23666.942002,2865.281336,3881.468703,10897.082338,15483.598647,20391.754582,55315.59971,4378.898051,16007.095273,296.024437,280.510291,1176.528347,357.2421,174.968066,1.215662,58.343858,341.382416,1316.26214,1135.514758,4575.951787,1767.886192,674.612015,23.576154,288.689665,1450.724605,312.929871,996.076278,1027.90126,9475.340631,5438.034092,13992.943169,13122.870702,18259.057391,195.756814,45.148491,132.264618,11.956789,598.18588,160.216048,222.522877,64.299214,77.18979,103.160632,3.402717,0,15.117424,256.063514,124.727984,471.073845,430.059964,10.253555,270.524216,307.373619,6.900167,153.71321,1490.378756,8.646666,422.550294,498.065283,5.034694,125.843664,131.871908,0.33654,33.708653,0.396258,0,0,8.624878,0.651441,11.149384,273.886719,7.760941,63.147208,1366.791353,10.253555,90.574465,928.491322,6.900167,59.668316,3478.682454,8.646666,223.05346,1379.18658,5.034694,48.730589,461.42519,0.33654,9.255081,12.020819,0,0,101.73962,0.651441,2.777157,658.377004,7.760941,28.474842,5493.513846,12771.789583,3649.575025,1572.426722,NA,NA,NA,NA,NA,NA,NA,NA
501,NA,1024,86.259496,39.230452,36.618156,21.51982,100.006418,22.249527,399.201585,12.168453,6.893965,35.358471,9.844822,8.532418,0.046235,1.827175,15.554513,60,0,0,16.801814,12.06917,40.491414,13.941315,3.065693,0.001603,0.034883,4.669052,0.28799399999999997,0.176332,1.4559,0.246427,0.367756,0,2.650282,3.458717,0.267427,0.197971,0.246759,0.176706,9.13e-4,0,0.004894,0.677391,3.425816,1.908282,4.675954,1.498359,0.41829,0,0.17806,0.556806,0,0,0,60,0,0,0,0,0,60,0,0,0,2186.183203,1910.762584,7549.840754,2776.975974,1197.134668,49.916083,461.736542,2475.289156,15784.735551,37610.450936,27028.876449,25452.248445,77667.056205,14621.368433,87402.168101,109258.369198,273597.485653,89492.007205,98225.948592,92193.633211,20961.284293,22964.517963,21578.484176,14129.63226,15837.225635,14668.875204,8375.009926,9202.403035,8631.245762,4040.392762,4414.545968,4155.765931,20210.183269,22085.504187,20787.64415,37168.411511,83940.21539,54637.48194,20490.094138,25531.674602,63690.703492,13690.601614,17857.217639,47090.582984,8176.29797,10244.042315,25727.236412,3950.093819,4888.218291,12072.724874,19767.267447,24482.473848,60565.131927,5326.893634,17298.940184,244.946598,205.033365,862.365208,267.553014,160.454933,1.138745,38.067753,301.25911,1790.111957,1488.095832,6155.20369,2229.804241,976.824985,25.872168,352.799507,2021.391817,335.411787,1241.69345,939.258225,7228.974483,6589.596267,14431.254028,14848.512149,21812.262911,164.133291,57.829767,114.422211,18.147357,511.712091,205.756496,194.856296,79.537615,66.856538,131.77572,3.897698,0,15.254178,339.843946,105.311244,593.65857,441.024532,8.112329,387.352736,318.664705,5.480057,221.6821,1522.577947,6.846187,596.358255,512.593831,4.473457,178.547779,132.972694,0.329439,45.865216,0.437183,0,0,9.515611,0.607338,16.944922,276.324929,6.177497,83.136705,1963.445455,8.112329,93.665432,1341.758073,5.480057,61.59329,4901.271668,6.846187,226.844257,1873.030507,4.473457,50.125111,588.14201,0.329439,9.345315,13.666902,0,0,104.193504,0.607338,2.923498,862.536792,6.177497,28.894626,5900.727388,18040.750603,3612.439547,1363.955538,NA,NA,NA,NA,NA,NA,NA,NA
502,NA,981,175.560822,130.342849,72.389155,27.965236,165.389083,48.510362,765.214271,33.724421,26.739041,123.45646,36.685426,14.112605,0.205233,4.163663,32.184915,0,60,20,37.641047,23.752163,101.831375,32.586797,10.458482,0,0,18.003527,1.071058,0.236121,3.67291,1.378129,2.532846,0,5.150705,10.006111,1.636782,1.139811,1.435426,0.56621,0,0,0.024039,1.605462,6.961682,4.098341,13.696885,3.38034,0.976716,0,0.291296,1.754965,0,60,20,0,0,0,0,0,0,0,60,20,0,2135.200886,1912.580741,7421.665749,2806.590491,1187.605609,49.160503,470.598663,2448.164342,15350.44277,35233.478038,26827.103365,24779.362674,74064.973562,15379.707021,84512.965925,105789.173773,265862.138758,86586.612301,95090.514504,89221.789568,20549.178965,22492.029405,21147.993832,14044.813294,15699.419849,14568.779848,8109.101503,8914.908668,8359.139196,3897.857747,4261.613346,4009.957769,19419.989022,21245.669171,19982.955001,35077.227772,80748.156035000007,52134.03475,20085.879467,24977.782896,62127.584814,13610.872792,17648.278926,46098.157636,7911.79057,9925.153673,25011.285828,3809.197801,4720.985905,11690.819629,18980.899694,23569.819911,58668.142073,5144.855024,16793.577668,255.872209,231.684392,948.980123,295.090217,163.888073,1.159235,40.847376,310.115927,1731.490751,1472.276764,5955.595959,2243.152694,967.187759,25.723015,360.963458,1991.428194,337.383026,976.86372,1279.127957,6528.123707,6567.385733,15190.427882,14661.503439,21882.443599,164.718017,57.47682,114.366049,17.656201,511.987476,199.42843,193.665899,80.649563,66.361058,134.364829,3.761918,0,14.721627,332.18819,104.758765,588.146677,478.039945,8.071252,373.272315,343.566797,5.463828,213.839539,1634.500641,6.826406,565.837387,549.939706,4.423122,172.121595,143.890643,0.317934,42.991735,0.462112,0,0,10.05824,0.589475,16.075001,296.802289,6.17999,80.653433,1885.781727,8.071252,100.964782,1293.038741,5.463828,66.15152,4680.794733,6.826406,242.723763,1840.753974,4.423122,53.848587,587.677059,0.317934,10.195803,13.695026,0,0,118.608336,0.589475,3.188599,851.979453,6.17999,30.931048,5755.586015,17460.457735,3842.519484,1442.363847,NA,NA,NA,NA,NA,NA,NA,NA
503,NA,680,94.515115,78.491022,24.642389,10.360891,40.213516,16.066629,255.019445,11.360024,13.108345,49.15952,16.506109,3.398004,0.09877,0.4924,9.352718,0,0,616,13.137998,7.357713,32.235484,10.88439,4.461765,0,0,8.412337,0.539027,0.081166,0.717166,0.909603,2.031529,0,0.918924,3.212799,1.18915,0.770696,0.981873,0.18831,0,0,0.019281,0.949214,2.096911,1.444345,4.889482,1.115551,0.115508,0,0.072187,0.551701,0,0,0,0,0,616,0,0,0,0,0,616,56,1340.350539,1241.280264,4671.487778,1798.030062,728.543446,40.208416,310.973399,1519.958564,13004.35488,30107.039673,21056.447243,24241.030945,38469.050811,9593.203104,46167.802443,74585.963051,247404.111404,49150.325365,60845.041451,52882.44209,11752.653863,14394.873149,12590.68737,8175.047498,10332.622972,8872.601218,4607.290471,5712.851692,4960.442248,2212.649454,2714.083893,2372.037767,10955.453602,13501.826997,11765.799056,32443.736274,77280.864002,49202.780327,11091.25684,17559.649163,57627.546712,7589.69212,12757.367802,43202.239117,4324.344307,7008.391396,23286.174852,2084.888366,3305.56652,10852.322486,10313.515193,16515.381491,54521.143677,2826.481082,15705.499100000001,182.600187,159.62599,679.556799,211.87715,103.655149,0.958985,30.312216,206.483458,904.758471,779.604588,3100.932006,1188.595105,501.858189,15.318452,188.683732,1038.506996,284.682896,919.886653,1329.749896,4079.359311,3489.893312,7845.454425,7635.131656,11352.883141,121.148532,34.638327,84.404097,10.322979,378.403109,119.503332,146.447343,49.73945,51.134123,81.431016,3.000571,0,12.35674,198.111239,79.740671,354.62806,257.779186,6.184803,230.787259,185.532974,4.123996,133.506132,891.322005,5.157017,363.042396,298.617518,3.43393,107.689472,77.862061,0.270292,26.248864,0.241679,0,0,5.260362,0.492771,9.653274,161.618642,4.574371,51.814223,1159.926102,6.184803,54.607325,797.834939,4.123996,35.84638,2949.440137,5.157017,132.822682,1158.551502,3.43393,29.239755,373.850978,0.270292,5.577855,11.146058,0,0,77.74446,0.492771,1.702089,546.087704,4.574371,16.94725,5623.349622,9345.60807,2257.460901,903.418433,NA,NA,NA,NA,NA,NA,NA,NA
